Review Text,Label
"Comments. the detail is lovely - especially the dragonflies on the sleeve. and the quality is there with the lining. trouble is this is thick fabric cut in a box shape. imo, you have to be very skinny to pull this off and not look like a tank. i looked at the model (after purchasing) and notice that she has it open and swept back a bit bc if it is not, it is terribly unflattering.",Negative
"I love this top. the seam does go across the bustling but if you are small chested like me...it is perfect. very bohemian and an almost classic look with a very contemporary twist. there are splits up the side that show off a great pair of leggings. i wore this today with some lysee black and grey patterned leggings, a long grey camisole, and some cute short free people booties...i may have gotten 20 compliments. love it.",Positive
These are my favorite flare jeans! they have that lovely 70's style and go with everything and look great all year round. the fit is perfect. my all time favorite jeans.,Positive
"While i love the fabric and the pattern, this skirt leaves too much to be desired. the full price is absurd considering what you get.
there is no mention online that there is no built in slip, and as the material is extremely thin a slip is an absolute must. (see attached photo.) even in dim lighting you can see straight through. 
also for this price point it is strange that the skirt is 'pull-on styling.' i would say that it is true to size, and i am usually a medium @ retailer, but i have a sm",Negative
"The images definitely do not do the jacket justice. the detail is beautiful, and the fabric is unexpected and quite luxurious.",Positive
"I've admired the various iterations of this dress and finally found one in the sale room, much to my delight! i'm generally a sale shopper, so this doesn't mean i didn't think it was priced well. i have the oatmeal top with yellow/gold/orange pattern on the skirt in xs. the small fits comfortably up top, but on my petite frame, the top just looked too big, so i went with xs. i suppose the straps are a bit confusing, but their easy to figure out if you just look at them for a moment before puttin",Positive
"I bought these assuming they would be the same as a pair of pilcro stet ankle jeans i bought a couple of years ago. this pair has less stretch than my older ones, so they are a bit tighter. i'm 5'2"" and these are more like a perfect length regular jean (rather than ankle). i always have trouble finding jeans that fit my curves, but smaller waist. these are a bit big in the waist, with the butt and legs fitted. all-in-all they are a nice looking durable denim that flatters.",Positive
"This vest is perfect! i live in florida aka where it is hot almost every day of the year. it makes a great layer piece, but isn't too warm!",Positive
"This blouse is very cute and will be great for summer casual wear! so cute in this print - it looks great with colored crop pants!

it is a bit tough to get the right fit in this top, depending on your preference. i usually wear a size 2-4 in tops (26"" waist, 34b/c), but went with a 0 in this because it just felt wide otherwise. also, i am fine with it, but this blouse seems to be somewhat short in the torso. if you are particular, possibly buy in store because the pattern of bees varies quite",Positive
"This is stunning. even more stunning in person. the crochet is divine. every inch of it is beautifully detailed. it's got a bit of weight to it and the crochet is very high quality. i am normally a l or xl, and i have curves. this is why this unfortunately did not work for me. it fits more like a shift with a little more aline room. on the right shape, it will be perfect. if you're curvy, size up. if you're lean or narrow, you might want to size down. the length is heavenly for tall gals, but wi",Positive
"I fell in love with this dress when i saw it. i am usually a petite, so i knew it would hit me just above the ankle, but it works! what is lacking from the description is the under slip that comes with the dress. it is a knee length, cotton jersey slip that is bulky and uncomfortable - thus the 4 star rating instead of 5 star. i won't use the slip, so this makes the dress fairly sheer when backlit. otherwise, the dress is well made and the addition of the piping at the seams makes it special. i",Positive
"This color came out after i had purchased the same in the gray motif. when i saw this one, though, i simply had to have it! it is such a happy print and different color scheme from anything else in my closet. i had purchased the gray one in regular only because the petites were all sold out, but i was able to get this one in my usual small petite size. it is most definitely a better fit/length for me. i don't usually like to pay so much for a t-shirt, but i will splurge for something like this t",Positive
"Nice feminine pattern with a thick fabric. it's great having pockets! the white is ivory. i'm a size 4, and the small fits nicely. it would be nice, if the pant length was a little longer. i have a 31"" inseam, and they end up being a couple of inches above my ankle, but that's just my preference. overall, very happy with this purchase.",Positive
"I just received this in the mail today! fabric and construction are beautiful and high quality. my only concern was that it ran short on me all around. i am 5'2, 100lbs, 32b, 24 waist, 33 hips. the dress was an appropriate length all around but ran very short in the arm holes, the back cut-out, and the waist. i felt like i was trying to wear a little-girl's dress (and i tend to be short waisted and long-legged as is). i may exchange it for a regular size because it is such a beautiful dress!",Positive
"After reading the glowing reviews i was excited to buy this on sale. i'm tall and lean, but found the dress looked slightly awkward and off on me compared to the model pictures. firstly, the top has a strange transition to the skirt, with extra fabric you have to either blouse over the skirt or bunch together. if you blouse it and lay flat, it invariably gets bunched as you wear it. this bunching changes the aesthetics of the color blocks, creating less clean lines. i also found the blue, black",Negative
"I love this dress! i'm 5'5"", and it's just long enough to be dramatic and graze my feet without dragging on the ground with flat sandals. the print is lovely and the beading is subtle. as some have mentioned, the neck is high. it's definitely noticeable, but i didn't find it uncomfortable.",Positive
"I usually wear a small or medium depending on the cut, but this one only worked in a large. with or without a bra, it was not too low and covers all the middle area flaws beautifully. bust size average and i have muscular (not sticks) arms and a fairly wide back. nice and drapey, pretty green color. great sale price.",Positive
"These pants are adorable as pajamas or maybe something very casual to wear to the beach, but they honestly do not seem like something that a grown woman would wear in public. they are good quality and fit nicely, but i feel like if you're over 20, they're not really flattering or especially appropriate.",Neutral
"I was obsessed with this dress/jumpsuit after i read all the great reviews, even tho i had never seen it in person. it was already on sale and sold out online, so i called a bunch of stores and finally was able to track one down in the navy colorway in my size (it's tts). so glad i made the effort! it's as great as everyone says it is. i love how it's ""party in the back."" i'm 5'3"" so it was pretty much floor length on me.",Positive
"This tee shirt is just adorable. i found it at a local retailer and decided to try it on - and just loved it! i happened to walk out of my dressing room while wearing it, to talk to my daughter who was shopping with me and three customers in the hall said"" that is so cute!"" and went to find their own. i bought the ivory color, but the other colors are really nice as well.

the fabric is substantial, soft and thick. the little ruffle at the shoulder makes a cute statement, but is just fun and not",Positive
"I saw these on the freshly cut + promo discount & decided to order my usual size 28 reg in pilcro. a great fit & appreciate the midrise. not too snug or baggy. look pretty much on me as in the model pic except they fall abt 1"" below my ankles. i am only 5'3"" so not a surprise they are a little longer on me but it's really ok. fyi - the front button & back pocket tacks are gold which gives a classy look to these jeans. just love.. & love the price too! 5'3"", 117#",Positive
Love the look of these- casual or dressy depending on what you pair with them. they are so comfortable! edgy but relaxed - joggers with a leather look- what more could you ask for?,Positive
"The colors and textures on this top are fun. however, the boxy shape isn't very flattering and poofs out a bit around the belly. maybe it would look a bit more feminine on someone with a curvier chest. i would size up if between sizes because the top part around the arms is not very roomy. i tried it on at the store but decided to pass because the xs was a little tight around the arms but the s billowed around the belly too much. still a cute piece if it works for you fit-wise.",Positive
"I lost my favorite denim jacket on a trip a few years ago and haven't found one i really liked again...until now. great quality - just heavy enough but not too heavy, just stretchy enough but not too stretchy, great color/design. no complaints. i read the other reviews and was happy to have ordered one size larger than my normal. i typically take a small but the medium in this is perfect. it is possible i actually like this jacket better than the one i lost several years ago, which is a big endo",Positive
"This shirt arrived today, and i was surprised how short it is. not a tunic at all. i wonder if the lengths on these vary, and if i order it again, it would be a different length. i ordered my normal size, xs petite. i'm 5-2"", so this should have been a tunic on me. perhaps if i see this shirt in the store, i'll try on the regular length. i'm returning the petite!",Neutral
Very pretty. love the design both front and back,Positive
"First let me say i love the fabric and the pattern of the blue dress. but the fit is extremely loose. they could take out an entire 12 inches of material and it would still be a swing dress. the photo of the back of the model, where the blue dress goes in to her waist is not at all accurate. if it was, i would love this dress. the photo of the model wearing the other color is how the dress actually hangs - straight down from the underarms and then bigger as it goes toward the hemline. i am 5'7""",Negative
"I bought this sweater online as soon as i saw it. but like the other reviewers i agree it is shapeless and sticks out too much at and below the waist. if it were a softer fabric maybe the flair would work but not for this one. i am 5' 2"", 115lbs, 32d and got the xs. maybe if you aren't chesty it won't flare out as much. sadly i had to return it. i was so excited for it, o well.",Neutral
This jacket is really pretty and unique. unfortunately the material around the waist area does not lay flat like it does in the picture. i'm 5 ft 6 in and a size 6. i ordered the medium. it fit well but the material around the waist area jutted out making me look really wide. disappointed to have to return this.,Positive
"Saw the grey one on the table at my local retailer. first thing i did was touch it to feel if it's soft and it felt like butta. surprisingly, it's a very snuggly and warm sweater despite it not being very thick. i think the grey is conservative enough for the office and it goes with pretty much everything, yet the geometric shapes make it modern and interesting looking. i hate turtleneck (choke!) and big cowl neck (reminds me of the 80's), but this is a compromise of both which is a bonus. since i",Positive
"When i ordered this little jacket i knew i would like it, upon arrival i fell in love. it is a little edgy with leather detailing and with stretch in all the right places, the crop is super flattering. appeared online to be a bit more of a sweatshirt material but it has so much structure and holds its shape!",Positive
"Ordered the ""white"" tee, but when it arrived today, i was surprised by how cream it looked.the cut is nice and as other reviewers mentioned, it is on the sheer side. still on the fence of whether or not i'll keep it.",Positive
"I love this shirt. i actually bought two in black (my ""uniform""), then decided to order one in white as well. however, the white shirt fit differently than the two black ones! it was significantly shorter; over 2' shorter! while the black tee is the perfect length, the shorter white version wasn't flattering on me and kind of flared out around my waist...not the best look. that being said, i know the black shirt will be in heavy rotation for a while, and the people at retailer were very und",Positive
"This dress is stunning. i loved the cut and seam detailing. it is very flattering...if it fits. i have a curvy athletic build and usually wear a size 10/12. i am also smaller busted and this dress was too tight around my ribs, back and tummy. i bought the large and it doesn't' come in a bigger size :( it is very well made and completely lines. i highly recommend this dress but again only it if fits you.",Positive
"I wanted to love these great spring/summer pants, but sadly, they are just too unflattering for ladies with hips. if you have a ruler build, these pants will be fantastic, but these pants are not forgiving in the hip and thigh area for those of you blessed with a curvier build. i was really hoping for pants that had this clean, vintage inspired, audrey hepburn look re-imagined for the every-girl, because nothing is more flattering to an hourglass body than clean, non-bulky lines (something like",Neutral
"I am so happy with this dress. i bought my usual size 2, and it was a perfect fit. this dress is gorgeous. it has some stretch, which is a plus. i am 5'5 "", and it was not too long on me at all. i am so thrilled with my purchase.",Positive
It's such a pretty top but i felt that it looked maternity-ish so i returned it.,Negative
"I am 5' 4"" and 128 lbs and could have worn the 4 or 6 but took the 6. it does run short and the length in the 6 was better than the 4 with arm hole size being the same. the bees are embroidered making the fabric high quality and normally i would run from a print like this but not this one. it has great style!",Positive
"These jeans are one of my all time favorite ag jeans. comfortable denim, dark rinse. wide cuffs are fashionable but still classy. wear them all the time!",Positive
"This jacket is perfect! the crop length is just right! not to short and the way it is cut longer in the back it really paints a beautiful silhouette on my larger frame. i'm a a 12 typically but broad in the shoulders and larger in the bust 36dd. this jacket is loose fitting and roomy. i could probably have gone with a large, but i'm really happy with the xl as i can layer underneath and it's just super roomy and comfy. the quality of this jacket is great. it will be a staple for years to come. i",Positive
I just wore these and they were comfortable and didn't stretch our or become baggy throughout the day. i have three kids and am constantly moving. they're a nice in between weight and held up nicely. i have some from j.crew that stretch out and become baggy in the knees and backside and these didn't do that. i usually wear an 8/10 and i purchased a medium and they fit well. i would say that run a little big though.,Positive
"This arrived just in time for the winter snow storm.

i was glad i had read previous reviews advising that it ran large, and that the gray sleeves are surprisingly attached to the sweater, and do not represent a separate top beneath the sweater.

i got a size small, and it fits perfectly. it's big and boxy but doesn't make feel like i look fat. with slim-fitting trousers - it's super stylish.",Positive
Love embroidery!,Positive
"I have been watching this skirt and only scooped it up on sale plus promo. it runs small and the size 10 fits like a size 8 would fit . 145 lbs and curvy figure, flat tummy but have hips and tush. the quality is just ok and not worth the full price but on sale it was doable. i love a-line styles and this skirt is different with the fabric stitching at diagonal pieces. it is light weight so i can really see this being worn more in spring and summer and a go to skirt that looks sharp . website pho",Positive
"After reading the reviews i was hoping to be able to try this on in store. i was able to try on a xxs and a xs in the store on the sale rack. i tried both on and i usually will take an xs or small in sweaters. funny, but the xxs seemed to be a little longer in the front and the fit is nicer on me. after reading others review of this sweater i thought for sure it would be super short on the xxs but it wasn't. just goes to show you should always try on first! i did not feel that the sleeves were l",Positive
"I was so excited to splurge on a mara hoffman suit and was sorely disappointed when i received this suit in the mail. i'm petite and fairly curvy, so i knew it would likely be a little long in the torso but the whole suit was so oddly shaped, i couldn't imagine anyone it would fit. the square shape in between the halter pieces is awkward, and the pieces that are supposed to hold your chest are super wide and loose.",Negative
"I purchased these leggings to match the top pictured with the outfit. i love the top, and i wanted to love the leggings since the combination of the top with the leggings has fantastic style. alas, the straps around the ankle got bunched because my legs are just not long enough. even though these are very comfortable leggings, i will be returning the leggings due to the length issue.",Positive
"I tried this blouse on in the store. i'm generally an 8 or 10 in this brand. i got down to a size 4 and gave up. this blouse is huge all the way around. the detail on the blouse is pretty, but the tent like cut made it impossible for me to buy it. i know retailers blouses can be swingy and flows but this went way beyond. perhaps on a tall person the swing would work but on a short person like myself...i looked ridiculous.",Negative
"This is one of my favorite tops! i have it in two colors. it's almost like a swing look, yet it still feels like it gives me a shape to my body. very easily paired with a skinny jean. i paid full price for th two, but now i'm sure i'll buy the third on sale!",Positive
"When i spotted this online i just knew it was a 'must have'. holding horses brand usually runs big on me, but this is a more fitted top. i ordered the size 4 & 6 so i cld compare. well, the 4 is a little snug in the bust area & the bodice seam falls high across the mid-bust area. except for that the fit is good. being cotton i realize it will probably shrink some when washed so i don't think the 4 works for me. the size 6 is much looser overall & the fit is much better in the bust area. the armh",Positive
"This top is beauitiful. gorgeous detailing with the eyelet lace, black flower appliquã©s, silver beads and tiny rose gold sequins down the front. true to size. i'm 5'2"", 130 lbs, 34b and took my usual size 4. the slits do come up a bit far on the sides like another reviewer noted but not really enough to be a problem. i didn't find it necessary to get the petite size in this top. i was going to wait until further markdown since the top is still pricey even with a 20% discount but couldn't resist",Positive
"Beautiful medium weight duster; it looks just like on line photos!
my store did not have this duster so i ordered on line. i usually wear a medium top, but sometimes a large.
i'm 5'7"", 140 lbs, and i don't like my tops tight.
i ordered this duster in xl because i like room in my cardigans; i could have gone with a large.
i have to roll up the cuffs of the sleeves, but i like to do that anyway.
this sweater duster is soooo soft and warm! so comfy! very stretchy with no closures on the front.",Positive
I'm 5' 120 and the 4p fit like a glove. i have a bigger chest and there is no pulling on the buttons. the colors and fit on the dress are perfect. i had so many compliments when i wore it!,Positive
This is a cute sweater that can be very versatile. i love to wear it to work with a dress pant as well as with jeans on the weekends. it is soft and looks great on. would recommend.,Positive
"I have had my eye on this dress since the spring (in yellow), but it sold out quickly. i jumped on this dress as soon as i saw it come out in different colors this fall! i purchased the peach color and it is really lovely. i will be wearing this dress for family photos. the lace and the details are so very pretty! i am usually a size 0 or 2, and purchased in size 2 since there is no stretch to it. it is a beautiful dress and i highly recommend it! wish it came in white!",Positive
"I love everything about this tunic : the color, fabric and design! i am very happy with this perches!",Positive
"I have now purchased these pants (online) three times in the ivory. i first ordered them in a 28 as it was the only size available, and i thought that size would fit me in this brand. wrong! i was swimming in them. great pants, but too large in the waist. i kept checking online and they popped back in a 27, which i thought would fit. wrong again! they arrived a couple of days ago, and still they are too large in the waist, but since 27 was the only size available, i thought that i would keep the",Positive
Love this coat! beautiful pattern and thick enough to keep you warm with a lining inside. i am short so i got the petite and it fits perfectly in the arms and overall length. i read other comments about the button being too low but i didn't find this to be true. i liked the lower button as it allows you to show some of what you have underneath.,Positive
"I ordered the cream. the fabric is unique. similar to a waffle but with a dressy quality. you definitely need a cami or tank underneath. its form fitting without being too snug. i like to wear it with distressed jeans, front tucked in and kind of ruched to hide my middle, (my trouble spot) with chunky accessories, belt, necklace and a block heel. it's a little pricey but decided worth it.",Positive
"I love the color (coral/pink) and the open shoulder design of this top, but it's too blousy at the bottom (way too much fabric). i ordered a small. i am 5'4"" and 120 lbs. i might try an xs if they still have them in stock. fabric is comfortable. the ties on the sleeves add a special touch.",Neutral
Great light weight sweater. perfect for spring. runs true to size. definitely will buy another color.,Positive
"This dress didn't do much for me on the hanger but it was on sale and thought i would try it on in the store. so glad i did, definitely cuter on than just hanging there. the back has a belt feature that adds a little structure. the colors are nice and bright. will be good for our hot austin summers.",Positive
"This is a cute, flattering dress, however the drop-waist, the short length and the odd-length sleeves (shorter than shown in the photos!!!) added up to me feeling like i was dressing way to young. it just didn't convey an elegant, mature vibe. this dress is perfect for a 20s-30s woman who wants a versatile dress to wear on many occasions. it's great because it's not too expensive and you could wear it with any type of shoes.

my big problem is the lack of transparency regarding the actual slee",Neutral
"Runs true to size for brand/retailer clothes (xs for 5'5"", ~120lbs), but a little tight in the shoulders/biceps if you have fairly developed muscles or just wide shoulders. watch out for the skirt riding up when you reach for something or bend over.",Positive
"Cute shirt, nice for layering.",Positive
"This top is very easy to wear. it's a great, versatile, and unique piece. the textile is really soft and i found, quite special. it is pretty lightweight and the sleeves have some great stripes of more sheer fabric.",Positive
Love the shirt! fits great and is so cute! a must have for fall!,Positive
This product is perfect for early fall wear. when the weather is a little cooler a shell worn under it will be fabulous,Positive
"This is a great basic tee (purchased in navy) but fits much larger than it appears on the model. the arms/chest area fit fine but it really billows out below. the front is shorter and the back is longer than i would've expected. i thought this would be great for summer, but it's really too long in the back to wear with shorts. it does, however, look great with skinny jeans.",Positive
"I waited and got this sweater at the winter sale. i ordered the navy in a medium. the design is pretty, but as has been said, i was surprised at how short it is. i do love the detail, the tie back. nice weight. i have not found it to be itchy. the sweater i received was a store return, and it was a little wrinkled and fuzzy, but for $35 i considered my hunt for the perfect navy pullover to be over. i do need to wear a cami underneath, as the sides are more revealing than pictures. the first day",Neutral
"I was so surprised to find this in the sale. it is beautiful. light and airy while lined. the color is bright and fun. it is so comfortable. i ordered an xs based on reviews (this is my typical size in this type of style) and it fit great. i ordered the regular length even though i am only 5'4"". i am about 120#. will be an easy ""go to"" skirt to throw on for a casual look or can be dressed up. did i mention comfortable?",Positive
"I love this unique piece. it is slightly over sized which is intended - cinches allow you to tighten the waist area/providing more definition. will look great with booties in the fall.. great boho dress.. the included slip runs small and short. however, if it's a piece you love, you could easily wear a different slip if you wanted something a little longer.",Positive
"This is my go-to shirt. perfect for layering, perfect for around the house or perfect for topping an outfit with a scarf. the white is a little sheer but it's fine for me.",Positive
"Although i am small (size xs on top, 27 waist) this dress is not flattering if have any fat on your body....i would not recommend it.",Neutral
"I first tried this dress in my usual size 4, and thought it was a pretty fabric but boring and not particularly flattering.  i later read the positive reviews and the next time i was in the store i tried it in a 2, and it was so much better!  very pretty shape.  uiu might want to size down because the shoulders were set a little wide apart and bodice was gapping in my usual size.  for reference, i'm 5'6"", 125 lbs.",Positive
"I got the black in size small. i love this easy, breezy and comfy t. i love that it's different and can wear with anything. the shirt is more flowy vs fitted which i like. i wish they had more colors! i could see myself wearing this shirt a lot this summer. 

i'm a size 2 and bought a small.",Positive
I wear med or large in most items. the medium was huge. fit like a moo moo. size down by at least two.,Negative
"I admittedly watched this dress until it went on sale, then was lucky enough to find it! i couldn't find my normal size (8p), so thought i would take a chance with the 10p and it fit perfectly! i haven't tried on the 8p, but i'm guessing it would have been a bit snug. the dress is comfortable and feminine, and i absolutely love it. i know i will wear it all summer!",Positive
"I'm pregnant (2nd trimester) and really wanted a beautiful, non-maternity dress. i got this in ivory and it's just perfect. the lace on the sleeves is really comfortable, i love the fit, and i love the length. i got tons of compliments on it. my only regret is that i didn't also get it in slate and i really wishing it would get re-stocked.",Positive
"This shirt is not what i expected. i ordered the ""green"" motif, which is not green at all but black. in the product photos the drawings appear to have a white outlining but its brown. the shirt is made of a good quality cotton and fits great. i ordered the medium. which gave me a lot of extra room to where i could have sized down to a small. for reference i am a 36b and usually wear a medium in most retailer tops. i don't plan on keeping this because i was really hoping for a white background to t",Neutral
"It's hard to find a sweater that is warm and cozy, but doesn't look bulky. this sweater does it all. it is delicate looking and soft and flattering. it is also surprisingly warm. i wear it with jeans for everyday, but it looks good enough to wear out to dinner or such. i bought the periwinkle which was the most flattering on me (blond and fair). i am hoping to get the green too when they go on sale. i said it runs a little small because i took a small instead of my usual extra small in sweaters.",Positive
"This dress is adorable. the colors are vibrant and very eye catching. i found it runs tts -- for reference i'm 5'4"" 140lbs and i ordered a 6. the dress is fitted on top with some very nice/forgiving pleats around the stomach.",Positive
Very nice top. flattering and goes with everything. i bought the medium in the green but would have needed the large in the white as the white was a little see through and showed more of my flaws. i agree with the other reviewer in that this top has good button placement.,Positive
This sweater is quite lovely. the yarn is light and delicate and the sweater is over all very feminine and figure flattering. i bought the light red color which is quite attractive and i'm not usually a fan of reds and pinks. this sweater can be worn casually with jeans or more dressed up for the office. anyone that is looking for a sweater that can be worn with almost anything should defiantly consider this one.,Positive
"Comfy, cozy, and great bargain for the sale price.",Positive
"I loved the fit, color and style, but the fabric seemed very thin and cheap. i was worried that it would tear easily. this is getting returned.",Neutral
This is a great dress; good quality fabric. the pattern & color are spot on. the silhouette is divine & would work on many body types. i also love the length!,Positive
The top of this suit was not proportioned well. i am normally a 34c so with swimsuits i vary between a small or a medium. the cup size on this was very small for a medium. the band to hook in the back was almost too big. there was no way to adjust the band in the back and the cups were clearly too small for a c cup. the print was darling but unfortunately this will have to go back.,Negative
"I hate buying dresses because i rarely find one that fits well. i'm very petite on top (xsmall) and small/med on bottom, 5'8"". usually dresses are tight on my hips & thighs and loose up top. this fairly lightweight yet warm dress is such a winner! form-fitting yet stretchy and forgiving in all the right places. the x-small and small both fit pretty well but i decided to go with the x-small on this one. i think this will be a staple winter/fall dress. loved the fit so much i bought it in the peac",Positive
So glad i purchased this top! it has great style and can be matched with just about everything. the material is very soft and it seems really durable.,Positive
"Although $$$$$ i want to support usa products and am so glad retailer continues to add these options .i also decided to splurge with family coming home for the holidays, a way to stay in pajamas but still look dressed. i am only 5'2"" and these were just longer than capri length, more like the close-up view online. to get them ankle length you would have to push them way down on your hips, not sure how the tall model did that! i am 106 lbs and considered exchanging the xs for an s, these run",Positive
This dress is so cute and so comfortable. i will be wearing this to a lot of different kind of events. i am so happy with this purchase.,Positive
"I like the style and the design of this culottes, but the texture of the fabric will caught on any rough surface. i had a few loose loops for just one wear... so it will be nice to wear for work or shopping , but not good to go to the park or play with kids...",Neutral
This is a really pretty print on a decent top. the only reason i returned is because it didn't look good with my skin tone and the fabric is thin. i'd planned to use it as a later under cardigans.,Positive
"These are my first pair of mother denim and certainly not the last. they fit true to size. i am a 26 in designer denim such as j brand, paige, ag. i bought these in a size 26 and they fit perfectly. they hug my curves nicely. i am 5'3 so they bunch up just a little bit at the ankles which i can easily have altered, but honestly don't need it. the quality is great - nice denim material with a lot of stretch to it. i love my skinny jeans tight and these were exactly what i was looking for!",Positive
"I love t-shirts by t la, but unfortunately this particular one was different. the sizing was off. it ran small, although i ordered my usual size medium for this brand. i think the shirt is cute though;)",Positive
"Absolutely love these leggings - warm, comfortable - great way to relax after a long day? snuggle up in these...do stretch even longer after a while, but wash and wear again is easy - even wear out of the house...bought in green and love how well they go with sweaters, shirts, etc. -",Positive
"Nice quality, but enough material for two sets of tights. can scrunch up at the bottom for a different look.",Positive
"The button detail on the sides is a unique design detail. i had fun playing with different looks that came with unbuttoning and buttoning the sides. but i decided against purchasing this top, it appeared shapeless on me. i have a curvier/athletic figure, and a straight up and down cut is not flattering on my figure.",Neutral
This shirt is unflattering and boxy. it does not look cute at all on me. i am returning.,Negative
One can't tell from the picture but the top shoulder part is sheet and transparent. it also is very long almost dress length.  feels less quality than what retailer usually carries.,Negative
I love this tee. really comfortable and super cute too!,Positive
"Didn't work on this curvy gal.
sizing up would have helped with the button gaps, but the flowy shape of the blouse would have looked too maternity on a larger size.
major pass.",Negative
"I'm being eyeballing this dress for quite a while, finally i decided to jump on it and i was so ansy to receive it in the mail, finally arrived and some how wasn't what i was expecting, the front part has 2 pieces of fabric attached to the sides of the dress that wrap around your waist making that effect you see on the model. to be honest i didn't like that at all, i think they ruined the dress with that, the dress is very comfortable feeling, the fabric is super soft i can imagine wearing this",Positive
"This dress is truly a no brainer purchase! it is a stunning dress with gorgeous embroidery, beading and  the color is just perfect for fall! i am only 5'2 and i went with the regular size since i don't like to go too short. that said, you can totally rock this dress with leggings and boots if it is too short. i weigh 103 lbs and i am normally an xxs but i'm glad i went with the xs since it would have been too tight at the top and should even  be slightly loose fitting on the bottom. love everyth",Positive
"This dress is adorable, but fit a bit large through the waist. i ordered the 6 and am exchanging for the 4, so hopefully it will work better for me. for reference, i am 5'7, 135 lbs curvy. the fabric is soft and swingy and the striped under-layer is feminine and adorable. love.",Positive
"I thought this would be a cute business attire skirt. i hate to say it, but i felt like it flared out as if i were amelia bedelia or some whacky children's book character and not retailer. the fabric made it look bulky. i sadly had to return it.",Negative
"Very flattering, the material is not the softest but it's an easy one to throw on with jeans",Positive
"The design of this top is super cute and the material is decent. the only flaw is that despite buying the smallest size (xxsp), it's still very boxy on me. i wish it was more fitted at the waist which would make it much more flattering. however, since i am actually pregnant, this actually works to my advantage, for the time being.",Positive
"I was excited to receive this tunic in the red (more of a rose color) yet so disappointed to find out how large it runs. my usual size with retailer is a small (sometimes, xs). after reading through the reviews, i ordered an xs and even the xs is too big -- just too much fabric. unfortunately, the xxs is sold out and the xs will be returned.",Neutral
Love to just throw on this shirt with whatever accessories and skinny jeans. easy to wear and very comfortable,Positive
"I love the style, easy to wear to work or out for an evening. great quality.",Positive
"Love this top. it is a little big through the body/waist, i thought it would be a little more fitted but i still love it. the bow really makes the shirt",Positive
"I actually paid full price for this over the winter and i'm not sorry i did. great top w/lovely fabric. i usually wear a small but in this top, an xs, so it runs a bit large.",Positive
"Love this dress! it is very flattering and makes my waist look tiny. i don't care for the hem. it isn't terrible, but i wish it was cut straight across instead of curved at the bottom. i'll probably have it altered. comfortable, great for the office.",Positive
"I usually wear a medium or large in retailer clothes. i purchased this in a large and it fit perfectly. it is a clingier top but i didn't find it too much so. the ribbing makes it very attractive and slimming, and also can be worn as a stand alone turtleneck or easily as a layered piece. it is super soft and comfy as others have mentioned, and a tad thicker than just a cotton turtleneck would be - it has substance. also, it would be great for traveling because it doesn't wrinkle at all. love that!",Positive
"Oh, i wanted this dress to work! i bought it in green, red and the solid blue. all ran really small. i *just* fit in a 10, when i would normally take a 6 in retailer sizes (5'8"" and 140 lbs). as with many other reviewers, i also noticed that the zipper was a huge flaw. it took a long, slow motion to get it zipped because it would get stuck on the fabric variations. such a cute style, was really bummed it didn't work. i kept ordering it in other colors thinking i would hit the jackpot, but they wer",Negative
"I love this top, the details at the neck and shoulders are lovely, both front and back. it's also very comfortable and soft, allowing you look nicely dressed while feeling like you are wearing a soft tee-shirt. the sleeves are a good length with some elastic at the cuffs so you can push them up. sadly, it's sold out in in my size online and in the stores, otherwise i would certainly snap it up at the sale price.",Positive
"I love this blazer! it's so comfortable! i just wonder if the company makes more ""inserts"" in different fabrics/colors? i'd love to be able to change it up a bit.",Positive
The quality of the fabric and the design are perfect. i love the cut out and how flattering on my shorter figure. i am somewhere between a 6 and 8 and the 6 fit perfectly. it can also be strapless which is a sexier version.,Positive
"I like this tunic. it is quite long and print in blue looks good with the butterflies. it feels very hot though! maybe better for winter. the sleeves are linen, i usually don't like linen much, it feels scratchy. this top works better in colder weather due to the sleeves and length of top. more like a tunic. i recommend it but am sending it back because i need something for summer.",Positive
"Just purchased this in the lilac color in the store in my usual xs size. the cut and shape are very flattering, with the waist sitting lower than my natural waist. in person, the color looks very different than on the website. it is more a lovely neutral taupe to me. one thing is that the snap at the neck is placed about one half inch off in order for the neckline to lay flat. since this jumpsuit is so cute, i decided that this is an easy fix i can do myself.",Positive
"I am typically a small at retailer, but always order a small and medium to try since i'm tall. the color of the green is really pretty, and i can see wearing it on the weekend with casual sandals, and dressing it up with a cropped jacket for work. the sizing is way off on this dress, though. the small is too short for me (personally). i'm 5'8"" and the waist doesn't sit low enough for a drop-waisted style. so i tried a medium. the medium is not sized correctly at all. i tried it on and it fits 3 si",Neutral
"Purchased this top because of the sale. i got it in the peach and the maize. i think it is big, boxy, and loose but at the sale price it is not a bad top to have. the colors are vibrant and striking. pretty with shorts and capris. i did size down from 2 to 0",Neutral
"Could not say enough great things about this jacket. nice quality and drape and such a wearable, comfortable option as opposed to a more structured blazer. nice, true to size fit (petite small was perfect on my 5'2"" 115 lbs frame--not too tight and not baggy, sleeves still 3/4.) will order an petite xs for my daughter, too. retailer, i would definitely buy other colors if you decide to order them.",Positive
